id,target
1061,0
1062,1
1063,1
1064,1
1065,1
1066,1
1067,1
1068,1
1069,0
1070,1
1071,0
1072,0
1073,0
1074,0
1075,1
1076,0
1077,0
1078,0
1079,0
1080,0
1081,1
1082,1
1083,1
1084,0
1085,0
1086,1
1087,0
1088,1
1089,1
1090,1
1091,0
1092,0
1093,0
1094,1
1095,1
1096,1
1097,1
1098,1
1099,0
1100,0
1101,0
1102,1
1103,0
1104,0
1105,1
1106,1
1107,0
1108,1
1109,0
1110,1
1111,1
1112,0
1113,1
1114,1
1115,1
1116,0
1117,1
1118,1
1119,1
1120,1
1121,1
1122,1
1123,0
1124,0
1125,0
1126,0
1127,0
1128,1
1129,1
1130,0
1131,1
1132,0
1133,1
1134,0
1135,1
1136,0
1137,0
1138,0
1139,1
1140,1
1141,1
1142,1
1143,1
1144,0
1145,1
1146,1
1147,0
1148,1
1149,1
1150,0
1151,1
1152,1
1153,0
1154,0
1155,1
1156,1
1157,1
1158,0
1159,0
1160,0
1161,1
1162,0
1163,1
1164,1
1165,0
1166,0
1167,1
1168,0
1169,1
1170,1
1171,1
1172,1
1173,1
1174,1
1175,1
1176,0
1177,0
1178,1
1179,1
1180,0
1181,1
1182,0
1183,0
1184,0
1185,0
1186,1
1187,1
1188,0
1189,1
1190,1
1191,0
1192,1
1193,0
1194,0
1195,0
1196,0
1197,0
1198,0
1199,0
1200,0
1201,0
1202,0
1203,1
1204,1
1205,1
1206,1
1207,0
1208,1
1209,0
1210,0
1211,0
1212,1
1213,1
1214,1
1215,1
1216,0
1217,0
1218,0
1219,0
1220,1
1221,1
1222,0
1223,1
1224,0
1225,1
1226,0
1227,0
1228,0
1229,1
1230,1
1231,0
1232,0
1233,0
1234,1
1235,1
1236,1
1237,1
1238,1
1239,1
1240,1
1241,1
1242,1
1243,1
1244,1
1245,1
1246,0
1247,0
1248,1
1249,1
1250,1
1251,1
1252,0
1253,1
1254,1
1255,1
1256,0
1257,1
1258,0
1259,1
1260,0
1261,0
1262,1
1263,1
1264,0
1265,0
1266,1
1267,1
1268,1
1269,1
1270,0
1271,0
1272,1
1273,0
1274,1
1275,1
1276,0
1277,0
1278,1
1279,0
1280,0
1281,0
1282,0
1283,0
1284,1
1285,0
1286,1
1287,1
1288,0
1289,1
1290,1
1291,0
1292,0
1293,0
1294,1
1295,0
1296,0
1297,1
1298,0
1299,0
1300,1
1301,1
1302,0
1303,1
1304,0
1305,1
1306,1
1307,0
1308,0
1309,0
1310,1
1311,1
1312,0
1313,1
1314,0
1315,1
1316,0
1317,1
1318,0
1319,1
1320,1
1321,1
1322,1
1323,0
1324,1
1325,0
1326,0
1327,1
1328,1
1329,1
1330,1
1331,1
1332,1
1333,1
1334,0
1335,0
1336,0
1337,0
1338,1
1339,0
1340,1
1341,1
1342,1
1343,1
1344,1
1345,0
1346,1
1347,1
1348,1
1349,1
1350,1
1351,1
1352,1
1353,1
1354,1
1355,1
1356,0
1357,1
1358,0
1359,1
1360,0
1361,0
1362,0
1363,1
1364,0
1365,0
1366,0
1367,0
1368,0
1369,0
1370,0
1371,0
1372,0
1373,1
1374,0
1375,0
1376,1
1377,1
1378,0
1379,1
1380,0
1381,0
1382,1
1383,0
1384,0
1385,1
1386,0
1387,1
1388,1
1389,1
1390,1
1391,1
1392,1
1393,0
1394,1
1395,1
1396,1
1397,0
1398,0
1399,1
1400,0
1401,0
1402,1
1403,0
1404,1
1405,0
1406,1
1407,0
1408,1
1409,0
1410,0
1411,1
1412,1
1413,1
1414,1
1415,0
1416,1
1417,0
1418,1
1419,0
1420,0
1421,0
1422,1
1423,0
1424,0
1425,1
1426,1
1427,0
1428,0
1429,0
1430,1
1431,1
1432,0
1433,0
1434,0
1435,1
1436,1
1437,0
1438,0
1439,1
1440,1
1441,1
1442,0
1443,1
1444,0
1445,1
1446,1
1447,1
1448,0
1449,0
1450,0
1451,0
1452,0
1453,0
1454,0
1455,0
1456,1
1457,1
1458,1
1459,1
1460,0
1461,1
1462,0
1463,1
1464,1
1465,0
1466,0
1467,1
1468,1
1469,1
1470,0
1471,1
1472,1
1473,0
1474,1
1475,1
1476,1
1477,1
1478,1
1479,0
1480,1
1481,1
1482,0
1483,1
1484,0
1485,0
1486,1
1487,0
1488,1
1489,0
1490,1
1491,1
1492,0
1493,1
1494,1
1495,1
1496,1
1497,0
1498,1
1499,1
1500,1
1501,0
1502,0
1503,1
1504,1
1505,0
1506,0
1507,0
1508,0
1509,1
1510,0
1511,1
1512,0
1513,0
1514,1
1515,0
1516,0
1517,0
1518,1
1519,0
1520,0
1521,1
1522,1
1523,0
1524,0
1525,1
1526,0
1527,1
1528,1
1529,1
1530,0
1531,1
1532,1
1533,1
1534,0
1535,0
1536,0
1537,0
1538,0
1539,0
1540,1
1541,0
1542,1
1543,1
1544,1
1545,0
1546,0
1547,0
1548,0
1549,0
1550,0
1551,0
1552,0
1553,1
1554,0
1555,1
1556,1
1557,1
1558,0
1559,1
1560,0
1561,1
1562,0
1563,1
1564,0
1565,0
1566,0
1567,1
1568,1
1569,1
1570,0
1571,1
1572,1
1573,1
1574,1
1575,1
1576,0
1577,1
1578,0
1579,1
1580,1
1581,0
1582,0
1583,0
1584,1
1585,1
1586,0
1587,1
1588,1
1589,0
1590,1
1591,0
1592,0
1593,1
1594,0
1595,0
1596,1
1597,0
1598,0
1599,0
1600,1
1601,0
1602,0
1603,0
1604,0
1605,1
1606,1
1607,1
1608,0
1609,0
1610,1
1611,1
1612,0
1613,0
1614,0
1615,0
1616,0
1617,1
1618,0
1619,0
1620,1
1621,0
1622,0
1623,0
1624,1
1625,0
1626,1
1627,0
1628,1
1629,0
1630,0
1631,1
1632,1
1633,0
1634,1
1635,0
1636,1
1637,1
1638,0
1639,0
1640,1
1641,0
1642,0
1643,0
1644,0
1645,0
1646,0
1647,1
1648,0
1649,1
1650,0
1651,0
1652,0
1653,1
1654,0
1655,1
1656,0
1657,0
1658,0
1659,0
1660,1
1661,0
1662,1
1663,1
1664,0
1665,1
1666,0
1667,1
1668,1
1669,0
1670,1
1671,0
1672,0
1673,0
1674,0
1675,1
1676,0
1677,0
1678,0
1679,0
1680,0
1681,1
1682,0
1683,0
1684,1
1685,0
1686,1
1687,0
1688,0
1689,0
1690,1
1691,1
1692,1
1693,0
1694,1
1695,1
1696,1
1697,0
1698,0
1699,0
1700,1
1701,1
1702,0
1703,0
1704,0
1705,0
1706,1
1707,0
1708,1
1709,1
1710,0
1711,1
1712,1
1713,0
1714,0
1715,0
1716,1
1717,0
1718,1
1719,0
1720,0
1721,0
1722,1
1723,0
1724,1
1725,1
1726,1
1727,1
1728,1
1729,1
1730,1
1731,0
1732,0
1733,0
1734,1
1735,1
1736,0
1737,1
1738,0
1739,0
1740,1
1741,1
1742,0
1743,0
1744,1
1745,0
1746,1
1747,0
1748,1
1749,1
1750,1
1751,1
1752,1
1753,0
1754,1
1755,0
1756,0
1757,0
1758,0
1759,0
1760,1
1761,0
1762,1
1763,1
1764,0
1765,0
1766,0
1767,1
1768,0
1769,0
1770,1
1771,1
1772,0
1773,1
1774,1
1775,1
1776,0
1777,1
1778,0
1779,1
1780,1
1781,1
1782,0
1783,1
1784,0
1785,1
1786,1
1787,0
1788,0
1789,0
1790,0
1791,0
1792,0
1793,0
1794,1
1795,0
1796,0
1797,1
1798,0
1799,0
1800,0
1801,0
1802,0
1803,0
1804,0
1805,1
1806,0
1807,0
1808,1
1809,1
1810,0
1811,1
1812,0
1813,0
1814,1
1815,1
1816,0
1817,1
1818,0
1819,0
1820,0
1821,1
1822,0
1823,0
1824,0
1825,0
1826,0
1827,1
1828,1
1829,1
1830,0
1831,1
1832,1
1833,0
1834,0
1835,0
1836,1
1837,1
1838,0
1839,1
1840,0
1841,1
1842,0
1843,0
1844,0
1845,1
1846,1
1847,1
1848,0
1849,0
1850,0
1851,0
1852,0
1853,0
1854,0
1855,0
1856,1
1857,0
1858,1
1859,0
1860,1
1861,1
1862,1
1863,1
1864,0
1865,1
1866,1
1867,1
1868,0
1869,1
1870,0
1871,1
1872,1
1873,1
1874,0
1875,0
1876,1
1877,1
1878,1
1879,1
1880,0
1881,0
1882,0
1883,0
1884,1
1885,0
1886,0
1887,1
1888,1
1889,0
1890,1
1891,0
1892,0
1893,0
1894,1
1895,1
1896,0
1897,0
1898,0
1899,1
1900,0
1901,0
1902,1
1903,1
1904,0
1905,0
1906,0
1907,0
1908,0
1909,0
1910,0
1911,0
1912,1
1913,1
1914,1
1915,1
1916,1
1917,0
1918,0
1919,1
1920,1
1921,1
1922,0
1923,1
1924,0
1925,0
1926,0
1927,1
1928,1
1929,0
1930,1
1931,1
1932,0
1933,1
1934,0
1935,1
1936,1
1937,1
1938,0
1939,1
1940,0
1941,1
1942,0
1943,1
1944,0
1945,1
1946,0
1947,0
1948,0
1949,0
1950,1
1951,0
1952,0
1953,1
1954,0
1955,1
1956,1
1957,0
1958,0
1959,0
1960,1
1961,1
1962,1
1963,1
1964,0
1965,0
1966,0
1967,1
1968,1
1969,0
1970,1
1971,1
1972,0
1973,1
1974,1
1975,1
1976,1
1977,0
1978,1
1979,1
1980,0
1981,0
1982,0
1983,0
1984,0
1985,1
1986,0
1987,1
1988,0
1989,0
1990,1
1991,1
1992,0
1993,0
1994,0
1995,1
1996,0
1997,1
1998,1
1999,1
2000,1
